month,Medio,dist_to_global_mean,dist_to_mx_mean,dist_to_us_mean
2024-06,Sin Embargo,0.2922572016078111,0.26951752767920234,0.957743412694346
2024-06,The New York Times,0.7153382302745435,0.8709912322065376,0.10434087450715701
2024-06,The Washington Post,0.6971507535697203,0.8671107471897519,0.023858431159213267
2024-07,Animal Politico,0.3343953581824194,0.3258938338386739,0.7806987985384658
2024-07,El Economista,0.6273518335148629,0.6120763263757674,0.9122976811809984
2024-07,El Financiero,0.11507175512516754,0.09443110496447837,0.7395839304408467
2024-07,El Heraldo,0.13701433491474446,0.12819375329235017,0.708321298302681
2024-07,El Pais,0.2846262242491261,0.24764444089472237,0.8571794704825305
2024-07,El Sol de Mexico,0.18530711442386016,0.15212237218803337,0.807559286470839
2024-07,El Universal,0.6317726405366986,0.6195697041392039,0.9036937049606629
2024-07,Excelsior,0.12892296458953356,0.1042205602378341,0.7582861015689022
2024-07,Infobae,0.19539928280795704,0.16685719618899153,0.7958283374343451
2024-07,La Jornada,0.6444680813663459,0.6254144028182318,0.9312687919221249
2024-07,Latinus,0.19431115394878473,0.13638236055592257,0.8934458408809797
2024-07,Los Angeles Times,0.5362817607861892,0.7628560764635879,0.07169732951319052
2024-07,Proceso,0.09987889039461484,0.08664411860681032,0.7092278854153415
2024-07,Reporte Indigo,0.3468262439461658,0.31388846118552327,0.866833743405918
2024-07,Sin Embargo,0.3825929472396613,0.329162900666506,0.9484959062893941
2024-07,The New York Times,0.5552567953257967,0.7830510766074624,0.07468826081695867
2024-07,The Washington Post,0.5258389485629339,0.7647245126471156,0.026746324198639093
2024-08,Animal Politico,0.2778140429345143,0.27050596968794205,0.8978026908157326
2024-08,El Economista,0.10454725913928697,0.10263862834070714,0.8204368833858937
2024-08,El Financiero,0.09934887950102811,0.09223523097655595,0.857768575872445
2024-08,El Heraldo,0.11347373176199749,0.11403067856770355,0.8041511563348482
2024-08,El Pais,0.21397998733094836,0.20601101306780578,0.8888798458360159
2024-08,El Sol de Mexico,0.16491151529902193,0.15694435981421595,0.8782540960929742
2024-08,El Universal,0.1545508835050422,0.147280790948207,0.8708632689055371
2024-08,Excelsior,0.08939611039620854,0.08717263557312016,0.8194862064688065
2024-08,Infobae,0.16966764839007498,0.16668554662764867,0.8424519056475192
2024-08,La Jornada,0.13105463813095042,0.120721381506806,0.8884130284434939
2024-08,Latinus,0.6397325203674595,0.6436506416116765,0.893134881171619
2024-08,Los Angeles Times,0.7193154318267113,0.8394706253878241,0.051558108507471
2024-08,Proceso,0.1021840256871761,0.09654527848544814,0.84748480825179
2024-08,Reporte Indigo,0.25950043407135126,0.2517194531338629,0.8973358649775052
2024-08,Sin Embargo,0.31309082790735854,0.29809683575880674,0.9622176923906695
2024-08,The New York Times,0.7511063486647234,0.8727284551069509,0.047595787530811284
2024-08,The Washington Post,0.7606741495813737,0.8532277569373918,0.26443042340800127
2024-09,Animal Politico,0.3435049219254306,0.3432055391441874,0.8735792813147106
2024-09,El Economista,0.087211947932888,0.08604436861602782,0.8335904291489749
2024-09,El Financiero,0.131395090046188,0.12636597852747733,0.890484348575323
2024-09,El Heraldo,0.11439414114208601,0.11454559637458916,0.8225374792763884
2024-09,El Pais,0.6328625500614989,0.6339567263858488,0.9135746168760983
2024-09,El Sol de Mexico,0.1727935773783712,0.16907279841665435,0.8823832327998601
2024-09,El Universal,0.04405847577955546,0.042911219093811015,0.8247817708619889
2024-09,Excelsior,0.07127069221504678,0.0700530879355562,0.831053583657863
2024-09,Infobae,0.17549921573590765,0.17834459988875062,0.8010716465235533
2024-09,La Jornada,0.1149011221164088,0.10935913801252184,0.8936073754542098
2024-09,Latinus,0.10868267606387616,0.09971711697041696,0.9350498072162577
2024-09,Los Angeles Times,0.7626605899821874,0.8354785837791121,0.045261805183624326
2024-09,Proceso,0.07322169631507514,0.0704564257781981,0.8507322177833465
2024-09,Reporte Indigo,0.23900110249953,0.2332134326285692,0.9212731540177965
2024-09,Sin Embargo,0.28122363934301775,0.27334053750100373,0.9557637308975844
2024-09,The New York Times,0.8022778860141923,0.8664202734130886,0.16125852516525518
2024-10,Animal Politico,0.3173004176833195,0.3203733950532558,0.8073889571428634
2024-10,El Economista,0.10072118558533683,0.10374470675421221,0.7576149230823006
2024-10,El Financiero,0.14713811623231798,0.1430935544596409,0.846577768644117
2024-10,El Heraldo,0.12065570859546626,0.12016802346764777,0.8010830888802738
2024-10,El Pais,0.23147213830112745,0.22959796564649748,0.8421662642679062
2024-10,El Sol de Mexico,0.14531210041884612,0.14172571793800604,0.8410857087589392
2024-10,El Universal,0.1634902833433305,0.16045000795615405,0.8392689750221634
2024-10,Excelsior,0.08285129369330824,0.08252878059133095,0.7904725080015118
2024-10,Infobae,0.18517363036779866,0.18792200854880747,0.7802802889495895
2024-10,La Jornada,0.13082221543659156,0.12434677015779527,0.8696741853829625
2024-10,Latinus,0.12943753688335702,0.11880515139539627,0.9153312303456987
2024-10,Los Angeles Times,0.723629282730616,0.8075795415146183,0.007236073314003444
2024-10,Proceso,0.09282085919855787,0.09030112443438987,0.8170917466612766
2024-10,Reporte Indigo,0.3513898326304856,0.3436754359606631,0.9346256205376929
2024-10,Sin Embargo,0.32047432054871194,0.3103108925344802,0.954530621937355
2024-10,The New York Times,0.8368181093469221,0.895428444822937,0.3138128017142585
2024-11,Animal Politico,0.22895708796248382,0.23543376192297805,0.675179344298529
2024-11,El Economista,0.09569938550079027,0.10029970944629407,0.6423458375329552
2024-11,El Financiero,0.13036831572654028,0.12952505140220305,0.6970330121138155
2024-11,El Heraldo,0.1107682649032693,0.10671845721271833,0.7150015658876597
2024-11,El Pais,0.21863404430045397,0.21161141766388025,0.7765206680458866
2024-11,El Sol de Mexico,0.15837900095662982,0.1533648474489695,0.739449571440139
2024-11,El Universal,0.15511492011508698,0.14939232532600166,0.7437989934841416
2024-11,Excelsior,0.06760428013152109,0.06567082541862501,0.6831744369030972
2024-11,La Jornada,0.11730391964868925,0.10611247148276559,0.7728850138575194
2024-11,Latinus,0.14161494394622465,0.12406241965531206,0.8310229568269369
2024-11,Los Angeles Times,0.5992932823842326,0.7091870146920481,0.002476659072666476
2024-11,Proceso,0.08679666118355789,0.08299975489562839,0.7045019750733326
2024-11,Reporte Indigo,0.34767048189182925,0.33224634325342284,0.8878066451769719
2024-11,Sin Embargo,0.33742498328719284,0.31986320513437216,0.9007893921179638
2024-11,The New York Times,0.6029854082765124,0.6886993924090287,0.19189317500507197
2024-12,Animal Politico,0.2908649441228891,0.2907741383732423,0.8020256166645545
2024-12,El Economista,0.08470691820592291,0.08641305956126055,0.7189590774131778
2024-12,El Financiero,0.17371940842699707,0.16875304254596102,0.8373292612644574
2024-12,El Heraldo,0.09585812826127027,0.0979483578234438,0.7167181325966805
2024-12,El Pais,0.20606173879560885,0.20541620974070718,0.7859601324805707
2024-12,El Sol de Mexico,0.07418968551782179,0.07194849107822765,0.7712344259242945
2024-12,El Universal,0.20258039639559677,0.20021747865483241,0.8090113560023455
2024-12,Excelsior,0.06896419937564058,0.06838481996557033,0.7465144300017215
2024-12,Infobae,0.12791111325114335,0.12719962725335143,0.7649250914894414
2024-12,La Jornada,0.11870401827531574,0.11417657601596376,0.8157303108027069
2024-12,Latinus,0.1290313341853625,0.1230904217674409,0.8384089686638934
2024-12,Los Angeles Times,0.6860103953486856,0.7509333694984671,0.0033888932810316463
2024-12,Proceso,0.07414313203100609,0.07424166503541385,0.7384843289076026
2024-12,Reporte Indigo,0.42364522693090567,0.4172971555371956,0.9268832099035186
2024-12,Sin Embargo,0.3652229370719211,0.3580277387904063,0.9223211981440235
2024-12,The New York Times,0.7739167338015636,0.8241940359111634,0.23300727313464242
2025-01,Animal Politico,0.21150205495157404,0.21424364176270583,0.6561389512378866
2025-01,El Economista,0.057714446367575944,0.05711793036569346,0.6217073889969713
2025-01,El Financiero,0.18133034364670875,0.16984873548894297,0.7637181955427691
2025-01,El Heraldo,0.0735693015082598,0.07356791166359344,0.6231422176652874
2025-01,El Pais,0.1502891167735969,0.15232532921610276,0.6371815938204464
2025-01,El Sol de Mexico,0.03708762699204038,0.03401078566144344,0.63421713634088
2025-01,El Universal,0.15542248283901283,0.1485180587420033,0.7146089004043855
2025-01,Excelsior,0.04864914465962322,0.047979968719346844,0.6186319242825145
2025-01,Infobae,0.10698743436354063,0.10064700426979967,0.6901531086105384
2025-01,La Jornada,0.08516952697503233,0.07665116540202443,0.6996301759761197
2025-01,Latinus,0.10359998109269009,0.09268519287252674,0.7273213364974166
2025-01,Los Angeles Times,0.5630456056790001,0.654525317282691,0.05138623039192569
2025-01,Proceso,0.057339110714823005,0.055957272919797685,0.628172287252033
2025-01,Reporte Indigo,0.41880624335251815,0.4081966713648518,0.8529744569046951
2025-01,Sin Embargo,0.3809789844796284,0.3674103957097882,0.8625208481519471
2025-01,The New York Times,0.5790553019664946,0.6704940131478028,0.05824442509192951
2025-02,Animal Politico,0.22538702365144092,0.22847962794757692,0.6808931848902227
2025-02,El Economista,0.05425155230593537,0.05001641316006544,0.6752999579090353
2025-02,El Financiero,0.17525321344178346,0.16080202267193167,0.8040063128875349
2025-02,El Heraldo,0.07145887477667412,0.06742294301633578,0.6802179756567837
2025-02,El Pais,0.1432137595848466,0.1463814470325886,0.6490911651700726
2025-02,El Sol de Mexico,0.0365963686583054,0.03034066291867832,0.6849690503170521
2025-02,El Universal,0.14975794999617842,0.14328598043107232,0.7296783836048044
2025-02,Excelsior,0.04770938289124427,0.04553904431845712,0.6560869473864743
2025-02,Infobae,0.4164363164848556,0.4100362410835854,0.830329276423168
2025-02,La Jornada,0.09509896987110777,0.08662413399651958,0.7251571048507319
2025-02,Latinus,0.10627020515063257,0.09304943968049129,0.7678505474325334
2025-02,Los Angeles Times,0.6016638036188805,0.7010020024584547,0.04392444917724225
2025-02,Proceso,0.05025878569866449,0.049622192750293226,0.6446279199222644
2025-02,Reporte Indigo,0.39019679124850826,0.37964479087143665,0.8540084944220135
2025-02,Sin Embargo,0.36482667998658436,0.3517992728271657,0.8644341665886942
2025-02,The New York Times,0.5733835896693268,0.6725538146049914,0.034550005017126684
2025-03,Animal Politico,0.2329935436304471,0.23290443304952801,0.7402612260267007
2025-03,El Economista,0.06066204815418286,0.05964807082931001,0.6912119946249509
2025-03,El Financiero,0.18903730240486016,0.1797289734130586,0.82017059829287
2025-03,El Heraldo,0.07925704773257414,0.07867361571631837,0.6931017777149711
2025-03,El Pais,0.16249508827807235,0.16292175055070457,0.7109971258283971
2025-03,El Sol de Mexico,0.04235604869779763,0.038396652990385305,0.7152934153914738
2025-03,El Universal,0.17128346770955627,0.16628029551205348,0.76984581177876
2025-03,Excelsior,0.057136878324328455,0.0553389425377766,0.6980793765719646
2025-03,Infobae,0.09683336152838118,0.09292955468505737,0.7332348084262488
2025-03,La Jornada,0.09882279458390986,0.09252647405750347,0.7585250463842914
2025-03,Latinus,0.09362308957456278,0.08617977971633073,0.7685582212014924
2025-03,Los Angeles Times,0.642633343866982,0.7259798076471851,0.021086678490325084
2025-03,Proceso,0.05007486783247994,0.05035610505666055,0.6742889459128396
2025-03,Sin Embargo,0.3757497851889985,0.3657016156512617,0.891233484317864
2025-03,The New York Times,0.6152996744546435,0.6935886233975849,0.06382941147580445
2025-04,Animal Politico,0.20736103788862936,0.207342236571335,0.7580731360830522
2025-04,El Economista,0.06282900614325426,0.06281389933815018,0.7138646012497577
2025-04,El Financiero,0.21079510436005622,0.20438986281722804,0.8442167115764612
2025-04,El Heraldo,0.09077833573941363,0.08816743308004726,0.7569910076141653
2025-04,El Pais,0.1275975245916523,0.12898509609519415,0.7149639235621659
2025-04,El Sol de Mexico,0.043304139636762606,0.04167025333924412,0.7294680890066717
2025-04,El Universal,0.1718787393218526,0.16870272628308713,0.7892995157537858
2025-04,Excelsior,0.05943926105263242,0.059453785994776465,0.7124341021778324
2025-04,Infobae,0.08901102042298381,0.08805120752933537,0.7344515459236314
2025-04,La Jornada,0.10416152798709055,0.10043357542288689,0.7759638369932216
2025-04,Latinus,0.12351011392272293,0.11659845687511372,0.8242958579367241
2025-04,Los Angeles Times,0.6623273712790403,0.7296211044438895,0.00019314331557285236
2025-04,Proceso,0.07805274501716541,0.07548107688143257,0.752580149884815
2025-04,Sin Embargo,0.39345385708893776,0.38647537910125607,0.9076629224747996
2025-04,The New York Times,0.7977587487560329,0.8273402304324416,0.5440583561023931
2025-05,Animal Politico,0.6218755073344586,0.6226462237246648,0.8883108444221561
2025-05,El Economista,0.0723472343193553,0.0728916371440963,0.7454296109242685
2025-05,El Financiero,0.22087560776691728,0.2137486539427249,0.8956749710372277
2025-05,El Heraldo,0.10061796465954997,0.097613338042987,0.8041821554418137
2025-05,El Pais,0.16001959093316098,0.16186839792561036,0.749915863146426
2025-05,El Sol de Mexico,0.050785282143264165,0.04808337981516364,0.7865589039674699
2025-05,El Universal,0.22316123698044854,0.22068576169140863,0.8291339771781157
2025-05,Excelsior,0.06310379404433364,0.06252820222019273,0.7591395680030169
2025-05,Infobae,0.12070390217364613,0.12072963211460552,0.7657777523236154
2025-05,La Jornada,0.11656999532365153,0.11348335619622674,0.8096085691932721
2025-05,Latinus,0.12166697725298503,0.11529568814045954,0.8583814137457256
2025-05,Los Angeles Times,0.7024441611170217,0.7662334881328194,0.0
2025-05,Proceso,0.07225073667590698,0.07006778480600029,0.7847761087423082
2025-05,Sin Embargo,0.37091590277042463,0.3641898468821392,0.9297911581025402
2025-06,Animal Politico,0.37511566776937744,0.37685246005882234,0.7758959796059126
2025-06,El Economista,0.0694219366593537,0.0685694506657547,0.7157485839539834
2025-06,El Financiero,0.2152178080615621,0.20790079358187452,0.8552263173069841
2025-06,El Heraldo,0.08107034122390055,0.08053677398463877,0.7148711275384241
2025-06,El Pais,0.209931110086522,0.21158000706033442,0.7245265407808982
2025-06,El Sol de Mexico,0.046053323076258645,0.0436480517077088,0.7306462845772798
2025-06,El Universal,0.16559013836276204,0.16289637530650503,0.7728866122203532
2025-06,Excelsior,0.05935808496306161,0.05958901946802042,0.6969519411734832
2025-06,Infobae,0.09809202538302597,0.09744201294651533,0.7219704880900519
2025-06,La Jornada,0.11026051206612841,0.10739144501582853,0.7577789875831509
2025-06,Latinus,0.1151071814536524,0.10920204763534413,0.8030108907829381
2025-06,Los Angeles Times,0.6508214560117742,0.7125464887164644,0.0005441090639359825
2025-06,Proceso,0.06073519505629621,0.0585795007100719,0.7317332033683888
2025-06,Sin Embargo,0.36784481553664206,0.36133734106899906,0.8922103070772351
2025-06,The New York Times,0.7411607112147632,0.7876856997871692,0.24805115479687423
2025-07,Animal Politico,0.7749005474425901,0.7757029917928129,0.926457016178382
2025-07,El Economista,0.07159531767381011,0.0716551084291972,0.7448561384898608
2025-07,El Financiero,0.20046321031148617,0.19410718160762996,0.8752622855863352
2025-07,El Heraldo,0.09251375361494762,0.08981084797899119,0.7915416061892543
2025-07,El Pais,0.17474968412360536,0.17728189984664855,0.7364530974217727
2025-07,El Sol de Mexico,0.05811887552667172,0.05486214546450763,0.7903324363370872
2025-07,El Universal,0.17200844844128094,0.17004115837010292,0.8024070018016625
2025-07,Excelsior,0.0706933720975571,0.06994894150135078,0.7565316121282241
2025-07,Infobae,0.10680034985869213,0.10635361003825095,0.7620068166006015
2025-07,La Jornada,0.11935187503584022,0.11714117601269436,0.7915947221867066
2025-07,Latinus,0.12284887406374723,0.11729519531618626,0.8421117001975224
2025-07,Los Angeles Times,0.6962218007955623,0.7580221829398732,0.0006225705711270235
2025-07,Proceso,0.10364923489173294,0.10125902845506562,0.7899554957885092
2025-07,Sin Embargo,0.36912374039057905,0.3623350771296855,0.9278662428782711
2025-07,The New York Times,0.781950143765344,0.8237916579879205,0.31998837439230976
2025-08,Animal Politico,0.49887176803038646,0.49766983457673175,0.8846556422146977
2025-08,El Economista,0.08255294034378335,0.08177653811827834,0.7688107461585711
2025-08,El Financiero,0.24831636840125282,0.24014110453545479,0.9165761678017927
2025-08,El Heraldo,0.1050054743665294,0.10314200258052786,0.7900190793895013
2025-08,El Pais,0.18686122572927566,0.19030681262780957,0.7369787962974903
2025-08,El Sol de Mexico,0.06588707002360417,0.06265956393673677,0.7988733800187855
2025-08,El Universal,0.18221003717169215,0.17964885350810134,0.8202018489455838
2025-08,Excelsior,0.07284231786459683,0.07198936132468226,0.7673245058630287
2025-08,Infobae,0.15637389889422182,0.1547155473651346,0.8006908501117935
2025-08,La Jornada,0.11923196544551884,0.11776204523133404,0.7882402797644918
2025-08,Latinus,0.08696892103250309,0.08506231255611929,0.7858658860324238
2025-08,Los Angeles Times,0.7052442458813379,0.7699515267166793,0.012483682456381984
2025-08,Proceso,0.09214730025592155,0.08955337374199279,0.7968955562988747
2025-08,Sin Embargo,0.391271717929497,0.38411243338028234,0.9400167489411148
2025-08,The New York Times,0.8431852231760123,0.8761320085956892,0.4954123896860665
2025-09,Animal Politico,0.7003773626276697,0.702383687003516,0.8936405762994983
2025-09,El Economista,0.44406091639777645,0.4476634141893526,0.8046188221141511
2025-09,El Financiero,0.5863355023228503,0.5865258727133824,0.8953394795347956
2025-09,El Heraldo,0.6144928933455733,0.6156872502436935,0.8858345841847475
2025-09,El Pais,0.5806394721166466,0.5850576989673093,0.8248078425878855
2025-09,El Sol de Mexico,0.5532885700432039,0.5545547047502944,0.8696362609041659
2025-09,El Universal,0.5065637936509333,0.5097876287869392,0.8261540593834745
2025-09,Excelsior,0.5827648015190041,0.5833388960809524,0.8881883254499384
2025-09,Infobae,0.38442187304306064,0.38371286935356463,0.8604795606224445
2025-09,La Jornada,0.4864872967586851,0.48824161415727974,0.8452549830462331
2025-09,Latinus,0.5410357178597403,0.5438291719981347,0.8416538653435763
2025-09,Los Angeles Times,0.8168982626382237,0.8481939426633283,0.44330874887519667
2025-09,Proceso,0.5990905597413898,0.6011801538761379,0.8674147701607411
2025-09,Sin Embargo,0.5506752518528087,0.5483183318988578,0.9282384536836557
2025-09,The New York Times,0.8927168041638307,0.9109816264998576,0.6749998011524064
2025-10,Animal Politico,0.5676397088792351,0.56798441159568,0.8865135919152044
2025-10,El Economista,0.18044512518171207,0.18028964528214997,0.797465898800671
2025-10,El Financiero,0.3914647179323101,0.3871786663915793,0.9144959899784274
2025-10,El Heraldo,0.3057533698407645,0.30343006616937307,0.862527273670703
2025-10,El Pais,0.26034128671591816,0.2617953857590417,0.7924062197663527
2025-10,El Sol de Mexico,0.23480074256725614,0.23126296147872438,0.8636770022405039
2025-10,El Universal,0.2554924670776144,0.2542962792947647,0.8324237432609898
2025-10,Excelsior,0.2517260828474236,0.25277972216357836,0.7964816352550077
2025-10,Infobae,0.20048692016635028,0.1976379147841285,0.844380681723379
2025-10,La Jornada,0.2347289493632454,0.23376313735103682,0.8236473176090406
2025-10,Latinus,0.3170339716955308,0.3184270595462916,0.8075329710642697
2025-10,Los Angeles Times,0.7451920380173565,0.7999042317112235,0.08512880763151531
2025-10,Proceso,0.29279057856994783,0.29104841120711356,0.8502449121170288
2025-10,Sin Embargo,0.4397569258936108,0.4355466017303131,0.9253947433044692
2025-10,The New York Times,0.8800954062643151,0.9009044519064013,0.6462913149325302
2025-11,Animal Politico,0.4312299050361238,0.4318082094198823,0.8603675438607394
2025-11,El Economista,0.16196909774478296,0.16307406618776155,0.7898275763518526
2025-11,El Financiero,0.3735285547937266,0.36938974545822656,0.9299887892215027
2025-11,El Heraldo,0.19671810621623542,0.19617325537642283,0.8266831775183248
2025-11,El Pais,0.21210898958049196,0.21482900754995293,0.77290784926606
2025-11,El Sol de Mexico,0.3908058808720817,0.3913773322123225,0.851284811331023
2025-11,El Universal,0.24205540026558092,0.24137242347761756,0.8394279965338932
2025-11,Excelsior,0.19118402620518715,0.1913068812701949,0.8137089767865091
2025-11,Infobae,0.18300098039800394,0.18041251669323322,0.8594137020688596
2025-11,La Jornada,0.1769160612527435,0.17636648283161227,0.8222579706057304
2025-11,Latinus,0.18893838376803518,0.19172107092242963,0.7665333368118195
2025-11,Los Angeles Times,0.7605857697062373,0.8092941669140148,0.09094914393151943
2025-11,Proceso,0.2325596488001772,0.2319486669143983,0.8360031000482244
2025-11,Sin Embargo,0.4237822291624509,0.4197680689457697,0.9392427194695631
2025-11,The New York Times,0.903845437304925,0.9211643441742551,0.6742645182336993
2025-12,Animal Politico,0.33928313571294977,0.34038491464220355,0.8148757761224523
2025-12,El Economista,0.19838591728170596,0.19997724553024265,0.7714510263954713
2025-12,El Financiero,0.3768950721110983,0.3747423444209055,0.8748987931748704
2025-12,El Heraldo,0.32996161605304175,0.32847688385001594,0.85260560561859
2025-12,El Pais,0.2619927402351858,0.26118931229132747,0.824756067374227
2025-12,El Sol de Mexico,0.62229261361471,0.6236964663184983,0.8821713327293973
2025-12,El Universal,0.21891999173824872,0.21868656437526512,0.8049640755347675
2025-12,Excelsior,0.35520785401998645,0.3544097503000798,0.8483812612617281
2025-12,Infobae,0.20659973846733515,0.20316346794756535,0.8514866799015943
2025-12,La Jornada,0.2105596629370341,0.21078343464900062,0.7957494654172403
2025-12,Latinus,0.17854101367710307,0.18143126415058997,0.7462656426139673
2025-12,Los Angeles Times,0.7339833674433848,0.7906986840937963,0.05304329112991546
2025-12,Proceso,0.2746396168249079,0.27246854992224323,0.8491761173624587
2025-12,Sin Embargo,0.42398856078206326,0.4200763492802817,0.9141548375823263
2025-12,The New York Times,0.929864466885282,0.9546900439540951,0.5972727917652461
